date,transformer_id,H2,CH4,C2H2,C2H4,C2H6,CO,CO2,TDCG,oil_temp_mean,oil_temp_max,moisture,load_MVA,label
2024-06-05,TR-02,416,179,42,174,128,2487,2206,1436,51.91293961185838,57.95208808305528,34.082385376563295,84.83831219244729,Surveiller
2024-06-05,TR-03,144,476,4,270,129,1875,3485,1398,78.43640999519357,93.13722783088684,13.53040449805756,60.07848245344465,Surveiller
2024-06-05,TR-04,256,156,15,55,67,2137,9777,976,59.4488070056212,71.10227465776573,30.693989560805225,99.7490607871874,Surveiller
2024-06-05,TR-05,394,162,132,337,35,2438,2697,1547,82.77707189189223,90.66181350882536,20.214835318529428,58.08762233668715,Surveiller
2024-06-05,TR-06,456,41,8,259,88,1688,5120,1189,88.00496464176301,101.3580882635483,17.83057159790959,63.57481751699157,Surveiller
2024-06-12,TR-01,516,368,70,62,149,2498,11416,1664,88.50569126952286,97.94182089123169,19.719006983583125,96.45794393870966,Surveiller
2024-06-12,TR-02,511,352,62,149,81,1100,7141,1375,79.98553291156067,87.69418865965739,14.597944866284333,88.59753596861745,Surveiller
2024-06-12,TR-03,311,460,112,141,89,1386,4833,1390,63.336648140660856,69.82756893930288,17.50326384894377,79.17660498326948,Surveiller
2024-06-12,TR-04,383,238,26,195,145,1611,3818,1309,70.0886670630378,76.36238379202244,34.483195014524455,62.67035927458852,Surveiller
2024-06-12,TR-05,374,27,7,293,33,991,5187,932,62.26847589269955,76.21527880801902,12.57875655410766,63.73096319527977,Critique
2024-06-12,TR-06,457,490,18,180,20,230,6963,1211,64.50438000761172,76.62391470394813,18.055220977636605,97.37599252948141,Surveiller
2024-06-19,TR-01,229,480,154,17,58,885,9872,1115,56.427497642538455,67.98851823068838,14.939738283252188,56.339936054008994,Surveiller
2024-06-19,TR-02,96,43,60,378,42,508,8382,720,77.38436020847476,91.48781915308584,19.172257685237547,95.21464966769828,Surveiller
2024-06-19,TR-03,122,494,14,241,92,1885,9117,1340,52.25049231572313,59.336051814625385,39.46123233354152,55.50536367715247,Surveiller
2024-06-19,TR-04,409,255,24,193,128,1872,10785,1383,52.60534324277585,63.53812678531263,24.04290699464581,62.602235981385476,Surveiller
2024-06-19,TR-05,475,158,130,279,93,1106,8082,1356,57.90285342433522,68.71729755490236,33.85707174370589,94.08345546632572,Normal
2024-06-19,TR-06,308,293,183,388,38,782,9628,1366,55.738143567197035,62.92069664723598,24.733584864923017,96.20688306725907,Surveiller
2024-06-26,TR-01,448,154,84,20,43,530,2963,855,73.90336698361969,83.0840818311433,39.2735362329129,78.65236668720158,Surveiller
2024-06-26,TR-02,373,349,6,95,104,726,6186,1072,55.572013547325724,66.83765859405742,38.54949552147639,80.2230316658094,Surveiller
2024-06-26,TR-03,449,420,146,391,50,1983,7272,1852,50.74796682074342,63.84294262025559,15.220450018139584,73.37508954563111,Surveiller
2024-06-26,TR-04,241,187,2,43,102,586,5321,692,59.81782942780882,66.2162639249338,13.527550979815395,54.40460998462746,Normal
2024-06-26,TR-05,431,464,188,311,18,234,10632,1458,80.13371953452761,87.26938002407941,17.412229892582815,77.09491773661087,Surveiller
2024-06-26,TR-06,550,188,160,140,145,1195,9225,1422,84.75048649797435,92.24412197435312,32.870708808132065,78.51134763239085,Surveiller
2024-07-03,TR-01,92,377,78,138,17,1327,5994,967,77.43115441896944,90.73688984526137,28.110329984470958,68.24969746912117,Surveiller
2024-07-03,TR-02,472,316,56,21,45,772,3508,1064,85.1137610240303,96.24243516157625,17.386080546331144,53.86815942435272,Surveiller
2024-07-03,TR-03,521,367,168,184,8,1979,7373,1643,52.559112439199815,64.80480176072182,22.671167587942087,67.20761462878156,Surveiller
2024-07-03,TR-04,567,251,65,269,17,374,2830,1243,56.74308087217609,68.82954844326635,34.49199778139971,96.76070327159147,Surveiller
2024-07-03,TR-05,519,459,134,257,106,349,11092,1544,61.2371865308388,72.80526429999446,22.311246011072562,86.3717043761573,Surveiller
2024-07-03,TR-06,400,390,58,139,30,1051,11205,1227,88.50844283404834,96.49976751507562,12.238485513652362,70.14301519942453,Surveiller
2024-07-10,TR-01,68,218,102,303,27,1160,4204,950,64.21320755120351,69.71780049241282,17.47547490111274,70.90700565095077,Surveiller
2024-07-10,TR-02,350,229,26,184,31,1062,3786,1032,53.60065827382731,60.74331670816433,36.385971853150906,87.05803678175533,Critique
2024-07-10,TR-03,459,236,17,182,28,2125,4382,1347,81.32555562923437,88.72956510001487,30.337712731350397,70.23459295173633,Surveiller
2024-07-10,TR-04,287,337,40,350,33,1965,6736,1440,61.04807723461231,73.75218628848509,31.115388955328633,65.69799785626029,Surveiller
2024-07-10,TR-05,203,279,63,318,142,2420,3826,1489,67.75955965819628,79.43792160417846,26.76689972426943,77.88271768322079,Surveiller
2024-07-10,TR-06,130,478,20,98,64,2196,8105,1229,86.67166232841714,96.35472384423355,18.254507201591466,94.31327225356802,Surveiller
2024-07-17,TR-01,547,122,47,144,120,495,9614,1079,80.9940623540354,91.13198404115361,22.959756129379976,53.30817976487741,Surveiller
2024-07-17,TR-02,146,452,176,43,102,710,8441,1061,87.84037241801916,97.81727540552177,14.912224093708781,76.27033289655765,Surveiller
2024-07-17,TR-03,195,270,95,155,44,2358,7186,1230,72.25180912214816,77.69394539827839,21.90654810482657,76.6262784472687,Surveiller
2024-07-17,TR-04,180,230,188,28,146,977,5132,967,82.04919941236346,93.47823039383566,11.632720359627799,97.83742625163393,Surveiller
2024-07-17,TR-05,558,377,129,11,114,1598,9802,1508,83.7853409425434,89.84780071249281,36.01602739986733,98.54581506043874,Surveiller
2024-07-17,TR-06,359,268,113,361,7,1622,9807,1432,53.854781522488025,62.839782284569196,14.204099606938664,63.268871650014994,Surveiller
2024-07-24,TR-01,132,297,118,213,44,1914,2667,1186,59.331232446510924,66.2244912822286,19.911191271826922,54.45903410489114,Surveiller
2024-07-24,TR-02,597,306,26,186,81,1947,5155,1585,58.70175389558582,64.26634973125603,15.130210346411227,67.79553977307924,Surveiller
2024-07-24,TR-03,223,378,153,24,57,1735,6943,1182,64.51724939171471,72.18484154363259,26.851821726931956,51.26694995582387,Surveiller
2024-07-24,TR-04,309,285,1,124,20,2281,10911,1195,77.03479928700753,89.96329466002115,32.74204339474467,84.37879960070808,Surveiller
2024-07-24,TR-05,354,157,157,141,27,542,6990,944,69.84849017329411,83.26455913767809,20.953389152187153,85.18118409819874,Surveiller
2024-07-24,TR-06,286,162,2,284,48,849,2950,951,51.63482802753939,57.97286732424975,22.97349138759848,73.44362653446234,Surveiller
2024-07-31,TR-01,293,429,108,124,47,1491,7257,1299,65.55313365200625,75.6905213269917,34.55777075381741,73.47658026714508,Surveiller
2024-07-31,TR-02,466,358,168,396,57,1104,6194,1665,82.72625430210874,97.4457107649101,37.80490745145411,86.0284261451861,Surveiller
2024-07-31,TR-03,55,462,142,389,24,2014,9186,1474,66.95434320883412,72.07270748023187,21.597590954495526,50.38510897806844,Surveiller
2024-07-31,TR-04,575,442,26,295,60,1348,6978,1667,65.79462031315536,72.38423894538896,15.660032177168933,53.77503573387492,Surveiller
2024-07-31,TR-05,324,172,165,375,95,2087,1345,1548,55.01204567896143,62.407988034501486,24.62228651624889,78.27517839220542,Surveiller
2024-07-31,TR-06,177,169,180,388,121,2386,9098,1512,62.60651588104004,71.77002059158788,19.108375141996724,57.20947441686536,Critique
2024-08-07,TR-01,477,415,138,177,116,260,2338,1375,57.8435884723133,69.35531995653204,33.65187640429231,55.61699881752448,Surveiller
2024-08-07,TR-02,583,220,127,283,140,1421,2176,1637,59.81615863501746,69.55398298034895,18.649230471682024,71.5384958402675,Surveiller
2024-08-07,TR-03,150,225,199,251,27,1061,8038,1064,64.52199759629868,70.89617296203154,20.423414381021498,74.36365433054809,Surveiller
2024-08-07,TR-04,232,412,15,301,5,2442,8842,1453,84.12932245289505,94.546899742791,26.615335521699294,80.72938215584544,Surveiller
2024-08-07,TR-05,522,197,195,300,70,1628,7398,1609,75.5857727012678,81.43949970470167,37.55505137723297,64.9515053797494,Surveiller
2024-08-07,TR-06,288,105,185,77,138,2482,11376,1289,70.35736838343678,80.10178168137416,27.7523158319182,91.5273453154413,Surveiller
2024-08-14,TR-01,222,199,142,195,50,308,6541,869,77.54659339905956,88.0553136711913,35.19680655122565,70.54049657103513,Surveiller
2024-08-14,TR-02,283,218,83,173,85,958,2361,1033,50.446576352635404,60.7688736691783,21.84915638993992,87.62223587155509,Surveiller
2024-08-14,TR-03,208,143,195,220,93,464,9707,951,60.317060617908595,72.05142677607827,13.70566281815535,56.66875143674195,Surveiller
2024-08-14,TR-04,591,185,131,331,83,2127,9342,1746,50.63884240589836,59.528721610833294,32.04407291037063,86.20526644729628,Surveiller
2024-08-14,TR-05,480,188,26,109,68,245,2612,920,52.75042342238929,64.25254438901256,22.52813960677059,66.63701209668544,Surveiller
2024-08-14,TR-06,232,497,46,351,130,2164,7441,1688,58.604892125030915,70.26863710659393,22.715572272893965,90.05023361331152,Surveiller
2024-08-21,TR-01,422,263,95,310,71,1719,4695,1504,71.18849747122768,79.4103635995115,18.283041499773677,77.41931917978177,Surveiller
2024-08-21,TR-02,365,359,150,67,80,669,3115,1154,79.6340123216825,87.05988262182953,35.69967567488736,70.95560693148495,Surveiller
2024-08-21,TR-03,330,114,174,303,98,1590,11765,1337,55.00446606631267,62.090597406724115,23.26218382812771,74.54765470720703,Critique
2024-08-21,TR-04,204,31,193,260,35,550,4179,833,73.32423707865966,78.57766174520849,31.871780526119256,50.47199425792954,Surveiller
2024-08-21,TR-05,575,320,163,344,70,2426,9028,1957,53.542056392972455,59.54214639349836,34.298765194546675,75.68421958758307,Alerte
2024-08-21,TR-06,531,121,133,227,115,1456,3489,1418,75.71461623293123,82.09516820521266,12.464799508278361,58.43598334856057,Surveiller
2024-08-28,TR-01,404,35,167,163,32,1345,3697,1070,78.9580123553544,90.05325205513081,20.33050421254704,52.827119010666294,Surveiller
2024-08-28,TR-02,103,281,159,119,65,951,4375,917,60.28521543278332,70.15136881081301,18.83565580697501,74.45701988751156,Surveiller
2024-08-28,TR-03,539,246,156,309,112,1245,6085,1611,72.28905762748599,81.76993784809187,35.33629338281342,68.31104257169622,Surveiller
2024-08-28,TR-04,200,373,26,33,45,978,6205,872,55.43298109985058,69.94389127046755,11.61546280145888,60.3039206868742,Surveiller
2024-08-28,TR-05,114,254,114,185,51,631,3798,844,51.246721729225,60.275125741117925,34.7020536672337,86.93675880096399,Surveiller
2024-08-28,TR-06,358,166,141,131,28,812,11849,986,83.56600723690346,98.17349849076385,39.135471800933104,90.3816788471694,Surveiller
2024-09-04,TR-01,338,161,1,376,107,715,9851,1126,54.02602579119424,61.25676244301067,11.725818666002052,92.70797019317224,Surveiller
2024-09-04,TR-02,214,478,198,256,81,1654,7650,1557,60.99298155473938,67.41752554991449,23.0783886027384,54.86593029016901,Surveiller
2024-09-04,TR-03,381,393,48,362,82,361,7680,1338,65.0656613748115,75.42237660733001,28.855051944971983,83.45415234164457,Surveiller
2024-09-04,TR-04,189,198,14,123,40,2360,3078,1036,80.4039214323486,90.23583291889676,16.886624606925814,60.83341270634817,Surveiller
2024-09-04,TR-05,361,402,7,234,15,677,2857,1154,78.4899277583128,83.60973095466802,28.99047641237513,95.98364798289545,Surveiller
2024-09-04,TR-06,207,473,104,326,26,1602,7574,1456,61.45331122615232,73.65552053942857,38.18744055464219,90.85449648627284,Surveiller
2024-09-11,TR-01,227,280,41,325,97,2474,6833,1464,64.74993928450115,77.05150424504653,20.64082344533998,77.4672986252063,Normal
2024-09-11,TR-02,323,207,124,183,140,981,1713,1173,75.53674734685617,80.58213702124534,38.34177605551823,70.70938632318884,Surveiller
2024-09-11,TR-03,75,130,128,192,30,705,5434,696,77.85221958218884,91.97322783328273,25.579387267318346,56.3168059083939,Normal
2024-09-11,TR-04,462,40,125,358,112,1245,4817,1346,78.14740279581328,91.81102243264948,16.73139904110957,69.38127401785583,Surveiller
2024-09-11,TR-05,332,293,156,182,58,949,8561,1210,75.79651724346971,81.63239896274371,39.862877328370786,81.29111013355127,Surveiller
2024-09-11,TR-06,77,243,154,12,9,1130,1150,721,83.86760847377033,96.24904311095831,35.585157646851776,63.283542705857975,Surveiller
2024-09-18,TR-01,93,27,28,186,32,1789,3095,723,73.23194803762573,81.33754923708464,36.86671521709559,72.40045421833989,Surveiller
2024-09-18,TR-02,346,386,177,138,78,752,5035,1275,82.6775001308548,88.38727729425372,22.335439896555602,52.8337034395282,Surveiller
2024-09-18,TR-03,445,83,141,279,142,1062,9529,1302,50.571452236013755,64.6013847767885,14.024767703915295,56.62666530025511,Surveiller
2024-09-18,TR-04,90,130,140,326,144,1175,5256,1065,81.18756941627592,88.27608360303365,14.724621122274007,61.734253582937534,Surveiller
2024-09-18,TR-05,121,396,10,398,83,2166,11440,1441,71.41759271561361,81.8702056310156,13.450706253034838,92.89501976162248,Surveiller
2024-09-18,TR-06,464,366,13,154,36,266,1905,1086,81.55036922424287,90.04651099807361,15.09087751712747,60.91554766756667,Surveiller
2024-09-25,TR-01,256,261,42,47,106,2086,11536,1129,58.5998275008577,68.4659456448563,32.88965925290206,61.264972554388905,Surveiller
2024-09-25,TR-02,404,333,89,194,146,1250,2727,1416,79.93880628866236,89.85760436619776,14.920834209350243,68.07380708225739,Surveiller
2024-09-25,TR-03,80,340,7,222,99,622,6302,872,55.423439463609554,66.70886812653467,16.324949981531983,91.84698835588765,Surveiller
2024-09-25,TR-04,140,346,195,280,72,900,6891,1213,83.45365819575032,94.27490161000193,34.31097972194287,96.33409957505113,Surveiller
2024-09-25,TR-05,283,452,136,240,126,1911,11863,1619,52.77767599474743,67.07742550332699,16.95179684518163,91.00214368926316,Surveiller
2024-09-25,TR-06,50,200,19,312,23,1671,10745,938,63.95465776465464,72.86913331254821,34.765241664513184,59.43396746342962,Surveiller
2024-10-02,TR-01,513,292,31,307,66,1861,2158,1581,82.54070545342373,94.78001153501748,36.268342848155314,74.73129147071715,Surveiller
2024-10-02,TR-02,233,45,190,68,19,616,1493,678,82.44147049279458,96.3548575259171,10.43709066529802,55.27960886597383,Normal
2024-10-02,TR-03,452,116,103,299,9,2107,9620,1400,88.71811675427165,97.27955649573914,22.686435244353017,77.29052154291361,Surveiller
2024-10-02,TR-04,506,206,19,303,118,2413,1988,1634,52.32465979151915,59.63209472510586,33.58642941935232,87.62221284367308,Surveiller
2024-10-02,TR-05,370,206,90,359,30,489,3736,1152,56.71953518254897,65.45505818893662,38.04126582688091,95.33390828510863,Surveiller
2024-10-02,TR-06,509,238,103,47,122,324,4981,1083,77.26614792415126,90.64487356540634,35.15964811208349,63.40494466971647,Surveiller
2024-10-09,TR-01,446,326,149,36,132,2476,8415,1584,52.40436566737442,65.97391347415004,23.933939860438215,94.96788195970323,Surveiller
2024-10-09,TR-02,315,474,69,32,46,731,6088,1082,84.5266520145798,93.01182294965336,16.923271674896114,95.13089757080652,Surveiller
2024-10-09,TR-03,211,330,184,239,26,319,11781,1053,80.30224759412242,91.2471442979849,28.740664333189883,99.85612541871856,Surveiller
2024-10-09,TR-04,577,132,180,390,37,2393,7780,1794,75.0668114441924,88.06675501679786,10.996793812454879,80.19398030308479,Surveiller
2024-10-09,TR-05,469,298,109,395,43,2467,10291,1807,59.27168843603974,71.13014662590693,35.41969635382707,92.27613131008378,Surveiller
2024-10-09,TR-06,214,385,98,213,101,1220,7206,1255,64.32996268855909,78.32827283933779,20.632202509451975,68.0431268143007,Critique
2024-10-16,TR-01,174,309,111,256,23,901,9242,1053,70.30815975377031,79.14062640250916,32.688704268013964,87.84514396776076,Surveiller
2024-10-16,TR-02,210,206,47,226,51,1849,10073,1109,83.34967896953857,95.78168897382912,23.373945404161653,66.82485128432413,Surveiller
2024-10-16,TR-03,73,292,190,207,123,780,10299,1041,83.85383572853641,91.2842559671983,26.18040028165787,67.09776994111975,Surveiller
2024-10-16,TR-04,546,359,18,188,44,1782,4750,1511,70.25103484203603,81.47347017562437,21.922676445938922,70.09965200520112,Surveiller
2024-10-16,TR-05,319,474,198,118,58,1812,10973,1529,85.09667729899606,98.09250266005154,22.919276356354217,80.95849140057065,Surveiller
2024-10-16,TR-06,550,326,24,394,110,2066,4398,1817,79.3487683429287,84.82093421555399,17.72777968613518,53.728209795561014,Surveiller
2024-10-23,TR-01,459,362,194,20,37,387,2446,1149,56.27108949626687,65.9753822348012,38.840733261098734,64.00773459410011,Surveiller
2024-10-23,TR-02,144,262,172,181,117,2493,9741,1374,63.05921171337603,70.5922746692913,33.537499715896445,71.38396407285806,Surveiller
2024-10-23,TR-03,169,372,34,94,5,2144,2279,1102,81.82364459023376,91.87145859502185,33.87386934154754,56.31711526809493,Surveiller
2024-10-23,TR-04,342,235,173,106,73,2493,4171,1427,84.22545631521089,95.71795439370409,31.71262163584144,65.56257209360581,Surveiller
2024-10-23,TR-05,304,303,43,235,72,654,9749,1087,72.87082487631676,87.19086132836561,29.94350382010271,90.15021597001191,Surveiller
2024-10-23,TR-06,495,229,92,288,68,2124,10770,1596,66.40145729772267,77.67311551009624,39.727840062704416,93.17436606967237,Surveiller
2024-10-30,TR-01,344,485,86,237,6,504,11473,1258,89.56132130971997,99.04325734107854,14.934759340038896,83.80944024788236,Surveiller
2024-10-30,TR-02,463,191,133,354,68,1084,10859,1425,67.66190595025154,76.23871839978834,24.686344368018013,92.08495925231546,Surveiller
2024-10-30,TR-03,410,233,187,381,63,2417,2406,1757,63.705208286426604,77.53262850739934,30.273176627835838,51.55702567979815,Surveiller
2024-10-30,TR-04,390,395,84,371,110,1749,2111,1699,83.37487947384923,93.70324455853496,29.900774040254376,54.76462478018567,Surveiller
2024-10-30,TR-05,154,267,187,322,51,1030,6902,1187,58.62977181179937,72.28972996957458,13.699214548999858,90.98595020729455,Surveiller
2024-10-30,TR-06,532,393,160,377,81,2136,5034,1970,58.55823289451094,64.20388141926153,27.62840033519094,52.65043491753289,Alerte
2024-11-06,TR-01,485,451,134,191,116,2291,4837,1835,77.58270926969442,85.24862455338379,18.54379406014582,98.48918094967439,Surveiller
2024-11-06,TR-02,249,156,168,190,8,1617,3829,1094,77.61393802962627,83.76477868772463,14.472064169011897,95.44565024158602,Surveiller
2024-11-06,TR-03,592,106,42,205,107,1342,3876,1320,77.36111073657358,88.1267324429902,18.086315693214424,85.23477890739026,Critique
2024-11-06,TR-04,550,259,94,303,21,2209,11105,1668,70.63745087315004,81.03020657545768,25.787066604365556,87.7150633715922,Surveiller
2024-11-06,TR-05,349,150,110,176,69,390,9095,932,50.11760354923078,55.35470055650674,33.6897619302388,87.83782506565532,Surveiller
2024-11-06,TR-06,175,120,173,176,60,404,10668,784,63.1387537225832,76.99995493355186,31.129673080890253,52.79935317503908,Surveiller
2024-11-13,TR-01,324,435,39,203,42,1735,8233,1390,80.8518019970607,93.48010524047905,28.65692444541258,75.40000609928705,Surveiller
2024-11-13,TR-02,237,240,84,212,104,1614,2611,1199,77.04827126301252,88.08370259606353,14.589388053844552,97.6228333342686,Surveiller
2024-11-13,TR-03,534,276,28,173,54,541,1933,1173,57.02185761815327,71.52282799963592,15.995350205045721,57.29837050394829,Surveiller
2024-11-13,TR-04,406,49,64,219,104,664,2686,974,56.567355706468064,68.57885451481798,38.310409994369564,51.70842778184027,Surveiller
2024-11-13,TR-05,451,172,73,34,110,1896,6803,1219,70.6901865588095,85.65754861246474,13.563315930314223,66.83628023368857,Surveiller
2024-11-13,TR-06,593,259,92,130,139,1951,10765,1603,54.90056531061019,67.98854883147347,39.34997346021331,86.89041909977705,Surveiller
2024-11-20,TR-01,376,483,43,93,104,385,2152,1176,86.70839825918176,98.36172403794797,34.316318232868895,51.67334209339683,Surveiller
2024-11-20,TR-02,548,376,32,51,54,1337,10533,1328,85.3925899236915,99.05927041342161,13.77618834007233,76.47110219743182,Surveiller
2024-11-20,TR-03,179,293,70,336,90,866,2851,1141,78.82143200786784,92.56953677941438,33.09837914862695,79.36197024122775,Normal
2024-11-20,TR-04,326,158,156,335,47,613,6489,1144,59.29040762739206,64.87704965111448,23.357924256911673,87.27360740415185,Surveiller
2024-11-20,TR-05,283,439,23,85,65,2049,7946,1304,52.273832940340334,62.4495253131763,14.24144224478401,60.55104694434549,Surveiller
2024-11-20,TR-06,539,242,191,295,33,1095,11597,1519,83.73882183032379,89.575634908693,22.03902013262482,95.2790298243089,Surveiller
2024-11-27,TR-01,269,172,29,218,50,433,10182,824,52.023927011736994,66.88409526298007,33.10220493214884,56.05430530597892,Surveiller
2024-11-27,TR-02,459,116,47,69,69,2404,9770,1240,52.95036177931638,62.7556420460586,29.90079430485692,69.46254250046829,Surveiller
2024-11-27,TR-03,333,94,191,73,54,255,10774,796,68.69146700890458,80.31175474915777,24.336173582430405,99.72778515040773,Surveiller
2024-11-27,TR-04,246,412,39,316,72,371,9319,1159,52.248382525201464,64.93692706115257,19.025871079203686,91.0528827893906,Surveiller
2024-11-27,TR-05,383,30,65,316,100,1538,1952,1201,80.01542645728357,94.42390823050759,25.18827097283205,66.51731818307616,Surveiller
2024-11-27,TR-06,568,135,42,101,103,2332,10901,1415,53.72147633533892,59.747433678601354,33.29835416334653,95.54132843932793,Surveiller
2024-12-04,TR-01,60,202,29,13,135,508,9445,540,89.81202788289721,99.31362138430339,35.658922073522604,54.8097297877058,Normal
2024-12-04,TR-02,246,83,174,284,84,239,4309,918,59.168012474333935,65.87909556366841,30.431438157484806,80.46523281640503,Surveiller
2024-12-04,TR-03,421,281,178,375,117,1634,11833,1698,72.48944748808057,80.61041634021268,14.955863957146278,70.43277247160451,Surveiller
2024-12-04,TR-04,220,22,174,18,102,1114,10508,758,77.86856480440679,86.49866711750855,18.684793706867467,87.79361637497203,Surveiller
2024-12-04,TR-05,152,239,152,203,48,1839,5328,1161,60.73165936404534,67.39649745897634,14.907495684565525,74.89201847875484,Surveiller
2024-12-04,TR-06,497,225,95,289,37,1513,8527,1445,73.39612851901902,82.6921190728714,37.28982723979246,53.397002319743194,Surveiller
2024-12-11,TR-01,572,70,66,53,19,247,6389,829,64.29464129750296,75.14202907609479,27.819093081952076,91.63926281315686,Surveiller
2024-12-11,TR-02,84,199,13,120,44,1354,7776,730,78.33739417356317,89.94814788197723,33.41490954131504,94.59145775756153,Surveiller
2024-12-11,TR-03,149,199,13,193,94,1345,7253,917,84.23601079977558,98.62030036967161,11.968350911924887,85.86774257384955,Normal
2024-12-11,TR-04,527,365,36,277,36,2022,4807,1645,61.98817096198596,71.21255082835833,20.85464842007687,75.9006390284959,Surveiller
2024-12-11,TR-05,237,302,44,298,53,2420,11816,1418,67.34320301422606,75.87390082177333,24.468183755958243,97.95304768475151,Normal
2024-12-11,TR-06,521,158,12,312,127,1404,9832,1410,80.16176632631856,88.47971108112635,37.183330424167316,52.01779259143349,Surveiller
2024-12-18,TR-01,131,411,56,317,62,1258,3579,1228,66.31904330048039,72.56592686685998,30.390635416332604,81.8650203948957,Surveiller
2024-12-18,TR-02,138,50,170,112,94,328,1205,629,73.96113354887558,84.80380436395585,36.45639943379874,55.82405574323434,Normal
2024-12-18,TR-03,173,384,125,299,61,727,2673,1187,87.48520403025908,99.78559853604203,28.351445567549327,83.16088037737859,Surveiller
2024-12-18,TR-04,200,442,173,350,143,1774,11744,1662,57.13836188731276,65.11383877671912,27.530830378941197,86.85606993998326,Surveiller
2024-12-18,TR-05,357,92,148,202,87,763,2598,1038,57.38657104186697,64.06559823779631,35.66804001406659,98.55799227865248,Surveiller
